filename,label
/mnt/svar_trusted/tchen/pin_drop_task/audio_2017/evaluation_set_formatted_audio_segments/Y-JMT0mK0Dbg_30.000_40.000.wav,/m/0284vy3
/mnt/svar_trusted/tchen/pin_drop_task/audio_2017/evaluation_set_formatted_audio_segments/Y3ACjUf9QpAQ_30.000_40.000.wav,/m/0284vy3
/mnt/svar_trusted/tchen/pin_drop_task/audio_2017/evaluation_set_formatted_audio_segments/Y3S2-TODd__k_90.000_100.000.wav,/m/0284vy3
/mnt/svar_trusted/tchen/pin_drop_task/audio_2017/evaluation_set_formatted_audio_segments/Y3YJewEC-NWo_30.000_40.000.wav,/m/0284vy3
/mnt/svar_trusted/tchen/pin_drop_task/audio_2017/evaluation_set_formatted_audio_segments/Y3jXAh3V2FO8_30.000_40.000.wav,/m/0284vy3
/mnt/svar_trusted/tchen/pin_drop_task/audio_2017/evaluation_set_formatted_audio_segments/Y53oq_Otm_XI_30.000_40.000.wav,/m/0284vy3
/mnt/svar_trusted/tchen/pin_drop_task/audio_2017/evaluation_set_formatted_audio_segments/Y8IaInXpdd9M_0.000_10.000.wav,/m/0284vy3
/mnt/svar_trusted/tchen/pin_drop_task/audio_2017/evaluation_set_formatted_audio_segments/Y8nU1aVscJec_30.000_40.000.wav,/m/0284vy3
/mnt/svar_trusted/tchen/pin_drop_task/audio_2017/evaluation_set_formatted_audio_segments/Y9LQEZJPNVpw_30.000_40.000.wav,/m/0284vy3
/mnt/svar_trusted/tchen/pin_drop_task/audio_2017/evaluation_set_formatted_audio_segments/YAHom7lBbtoY_30.000_40.000.wav,/m/0284vy3
/mnt/svar_trusted/tchen/pin_drop_task/audio_2017/evaluation_set_formatted_audio_segments/YAg_zT74ZGNc_9.000_19.000.wav,/m/0284vy3
/mnt/svar_trusted/tchen/pin_drop_task/audio_2017/evaluation_set_formatted_audio_segments/YBQpa8whzwAE_30.000_40.000.wav,/m/0284vy3
/mnt/svar_trusted/tchen/pin_drop_task/audio_2017/evaluation_set_formatted_audio_segments/YCCX_4cW_SAU_0.000_10.000.wav,/m/0284vy3
/mnt/svar_trusted/tchen/pin_drop_task/audio_2017/evaluation_set_formatted_audio_segments/YCLIdVCUO_Vw_30.000_40.000.wav,/m/0284vy3
/mnt/svar_trusted/tchen/pin_drop_task/audio_2017/evaluation_set_formatted_audio_segments/YD_nXtMgbPNY_30.000_40.000.wav,/m/0284vy3
/mnt/svar_trusted/tchen/pin_drop_task/audio_2017/evaluation_set_formatted_audio_segments/YGFQnh84kNwU_30.000_40.000.wav,/m/0284vy3
/mnt/svar_trusted/tchen/pin_drop_task/audio_2017/evaluation_set_formatted_audio_segments/YI4qODX0fypE_30.000_40.000.wav,/m/0284vy3
/mnt/svar_trusted/tchen/pin_drop_task/audio_2017/evaluation_set_formatted_audio_segments/YIdqEbjujFb8_30.000_40.000.wav,/m/0284vy3
/mnt/svar_trusted/tchen/pin_drop_task/audio_2017/evaluation_set_formatted_audio_segments/YL3a132_uApg_50.000_60.000.wav,/m/0284vy3
/mnt/svar_trusted/tchen/pin_drop_task/audio_2017/evaluation_set_formatted_audio_segments/YLzcNa3HvD7c_30.000_40.000.wav,/m/0284vy3
/mnt/svar_trusted/tchen/pin_drop_task/audio_2017/evaluation_set_formatted_audio_segments/YMCYY8tJsnfY_7.000_17.000.wav,/m/0284vy3
/mnt/svar_trusted/tchen/pin_drop_task/audio_2017/evaluation_set_formatted_audio_segments/YMPSf7dJpV5w_30.000_40.000.wav,/m/0284vy3
/mnt/svar_trusted/tchen/pin_drop_task/audio_2017/evaluation_set_formatted_audio_segments/YNdCr5IDnkxc_30.000_40.000.wav,/m/0284vy3
/mnt/svar_trusted/tchen/pin_drop_task/audio_2017/evaluation_set_formatted_audio_segments/YP54KKbTA_TE_0.000_7.000.wav,/m/0284vy3
/mnt/svar_trusted/tchen/pin_drop_task/audio_2017/evaluation_set_formatted_audio_segments/YPJUy17bXlhc_40.000_50.000.wav,/m/0284vy3
/mnt/svar_trusted/tchen/pin_drop_task/audio_2017/evaluation_set_formatted_audio_segments/YQrAoRSA13bM_30.000_40.000.wav,/m/0284vy3
/mnt/svar_trusted/tchen/pin_drop_task/audio_2017/evaluation_set_formatted_audio_segments/YR_Lpb-51Kl4_30.000_40.000.wav,/m/0284vy3
/mnt/svar_trusted/tchen/pin_drop_task/audio_2017/evaluation_set_formatted_audio_segments/YRq-22Cycrpg_30.000_40.000.wav,/m/0284vy3
/mnt/svar_trusted/tchen/pin_drop_task/audio_2017/evaluation_set_formatted_audio_segments/YTBjrN1aMRrM_30.000_40.000.wav,/m/0284vy3
/mnt/svar_trusted/tchen/pin_drop_task/audio_2017/evaluation_set_formatted_audio_segments/YXAUtk9lwzU8_30.000_40.000.wav,/m/0284vy3
/mnt/svar_trusted/tchen/pin_drop_task/audio_2017/evaluation_set_formatted_audio_segments/YXW8pSKLyr0o_20.000_30.000.wav,/m/0284vy3
/mnt/svar_trusted/tchen/pin_drop_task/audio_2017/evaluation_set_formatted_audio_segments/YY10I9JSvJuQ_30.000_40.000.wav,/m/0284vy3
/mnt/svar_trusted/tchen/pin_drop_task/audio_2017/evaluation_set_formatted_audio_segments/YY_jwEflLthg_190.000_200.000.wav,/m/0284vy3
/mnt/svar_trusted/tchen/pin_drop_task/audio_2017/evaluation_set_formatted_audio_segments/YYilfKdY7w6Y_60.000_70.000.wav,/m/0284vy3
/mnt/svar_trusted/tchen/pin_drop_task/audio_2017/evaluation_set_formatted_audio_segments/YZcTI8fQgEZE_240.000_250.000.wav,/m/0284vy3
/mnt/svar_trusted/tchen/pin_drop_task/audio_2017/evaluation_set_formatted_audio_segments/Y_8MvhMlbwiE_40.000_50.000.wav,/m/0284vy3
/mnt/svar_trusted/tchen/pin_drop_task/audio_2017/evaluation_set_formatted_audio_segments/Y_dkeW6lqmq4_30.000_40.000.wav,/m/0284vy3
/mnt/svar_trusted/tchen/pin_drop_task/audio_2017/evaluation_set_formatted_audio_segments/YaXsUHAKbyLs_30.000_40.000.wav,/m/0284vy3
/mnt/svar_trusted/tchen/pin_drop_task/audio_2017/evaluation_set_formatted_audio_segments/YarevYmB0qGg_30.000_40.000.wav,/m/0284vy3
/mnt/svar_trusted/tchen/pin_drop_task/audio_2017/evaluation_set_formatted_audio_segments/Yd1o334I5X_k_30.000_40.000.wav,/m/0284vy3
/mnt/svar_trusted/tchen/pin_drop_task/audio_2017/evaluation_set_formatted_audio_segments/YdSzZWgbJ378_30.000_40.000.wav,/m/0284vy3
/mnt/svar_trusted/tchen/pin_drop_task/audio_2017/evaluation_set_formatted_audio_segments/YePVb5Upev8k_40.000_50.000.wav,/m/0284vy3
/mnt/svar_trusted/tchen/pin_drop_task/audio_2017/evaluation_set_formatted_audio_segments/Yg4cA-ifQc70_30.000_40.000.wav,/m/0284vy3
